,Unnamed: 0,trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
979,79,d,1,7.917999983,1,0,100,31,1,99,i14_150_R.jpg,d,150,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
980,80,d,1,9.190000057,1,0,100,96,1,99,i45_100_R.jpg,d,100,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
981,81,d,1,10.39599991,1,0,100,78,1,99,i36_100_R.jpg,d,100,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
982,82,d,1,16.6789999,1,0,100,19,1,99,i9_50_R.jpg,d,50,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
983,83,s,1,3.897000074,1,0,100,24,1,99,i11_100.jpg,s,100,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
984,84,s,1,5.631000042,1,0,100,56,1,99,i26_50.jpg,s,50,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
985,85,s,1,3.4670000080000003,1,0,100,47,1,99,i22_50.jpg,s,50,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
986,86,d,0,6.402000189,1,0,100,86,1,99,i39_150.jpg,s,150,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
987,87,d,1,6.128999949,1,0,100,44,1,99,i20_150_R.jpg,d,150,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
988,88,s,0,4.453000069,1,0,100,93,1,99,i43_100_R.jpg,d,100,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
989,89,s,1,1.3430001740000002,1,0,100,40,1,99,i19_0.jpg,s,0,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
990,90,s,1,2.1930000780000003,1,0,100,0,1,99,i1_0.jpg,s,0,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
991,91,s,1,5.56799984,1,0,100,15,1,99,i7_100.jpg,s,100,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
992,92,s,1,4.661000013,1,0,100,90,1,99,i41_150.jpg,s,150,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
993,93,s,1,4.815999985,1,0,100,79,1,99,i36_150.jpg,s,150,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
994,94,d,1,2.921000004,1,0,100,25,1,99,i12_50_R.jpg,d,50,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
995,95,d,1,6.084000111,1,0,100,23,1,99,i11_50_R.jpg,d,50,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
996,96,s,1,2.1699998380000003,1,0,100,34,1,99,i16_50.jpg,s,50,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
997,97,s,0,7.516000032000001,1,0,100,33,1,99,i15_150_R.jpg,d,150,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
998,98,d,1,8.929000139,1,0,100,37,1,99,i17_150_R.jpg,d,150,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
999,99,s,1,1.3659999369999998,1,0,100,62,1,99,i29_0.jpg,s,0,Subject10,1,2019-10-16_10h06.50.402,MentalRotationFinal,3.1.2,60
1000,0,d,0,6.878000021,1,0,100,56,1,99,i26_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1001,1,s,0,6.289000034,1,0,100,23,1,99,i11_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1002,2,s,1,2.822000027,1,0,100,68,1,99,i31_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1003,3,s,0,9.009000063,1,0,100,69,1,99,i32_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1004,4,s,0,3.272000074,1,0,100,59,1,99,i27_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1005,5,s,1,4.738999843999999,1,0,100,81,1,99,i37_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1006,6,s,1,4.756999969,1,0,100,51,1,99,i24_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1007,7,d,1,5.023999929,1,0,100,31,1,99,i14_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1008,8,s,1,3.738999844,1,0,100,38,1,99,i18_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1009,9,s,0,2.322999954,1,0,100,32,1,99,i15_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1010,10,s,1,4.707999945,1,0,100,13,1,99,i6_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1011,11,d,1,3.0049998760000003,1,0,100,14,1,99,i7_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1012,12,s,1,3.990999937,1,0,100,65,1,99,i30_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1013,13,s,1,1.786999941,1,0,100,45,1,99,i21_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1014,14,s,0,2.019999981,1,0,100,30,1,99,i14_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1015,15,s,1,1.454999924,1,0,100,29,1,99,i14_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1016,16,s,1,1.488999844,1,0,100,94,1,99,i44_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1017,17,d,1,3.023000002,1,0,100,10,1,99,i5_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1018,18,s,1,1.555999994,1,0,100,43,1,99,i20_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1019,19,d,0,3.005000114,1,0,100,24,1,99,i11_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1020,20,d,0,2.855000019,1,0,100,98,1,99,i47_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1021,21,d,1,4.656999826,1,0,100,76,1,99,i35_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1022,22,s,1,1.872999907,1,0,100,9,1,99,i5_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1023,23,s,1,4.388000011,1,0,100,4,1,99,i2_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1024,24,s,1,4.458999872,1,0,100,74,1,99,i34_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1025,25,s,0,3.605000019,1,0,100,35,1,99,i16_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1026,26,d,1,7.1790001389999984,1,0,100,91,1,99,i42_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1027,27,s,1,3.340999842,1,0,100,90,1,99,i41_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1028,28,s,1,7.575000048,1,0,100,64,1,99,i29_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1029,29,d,1,7.843000174,1,0,100,55,1,99,i25_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1030,30,s,1,4.141000032,1,0,100,66,1,99,i30_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1031,31,s,0,2.154000044,1,0,100,39,1,99,i18_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1032,32,s,1,3.990999937,1,0,100,20,1,99,i9_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1033,33,s,1,1.7390000819999998,1,0,100,84,1,99,i39_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1034,34,d,1,9.176000118,1,0,100,67,1,99,i31_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1035,35,s,1,4.023000002,1,0,100,60,1,99,i28_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1036,36,s,0,5.691000223,1,0,100,85,1,99,i39_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1037,37,s,1,1.804000139,1,0,100,41,1,99,i19_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1038,38,s,0,2.273000002,1,0,100,42,1,99,i19_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1039,39,d,1,3.757999897,1,0,100,37,1,99,i17_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1040,40,s,1,4.405999898999999,1,0,100,70,1,99,i32_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1041,41,s,1,5.559000015,1,0,100,54,1,99,i25_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1042,42,s,1,4.807999849,1,0,100,99,1,99,i48_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1043,43,s,1,1.821000099,1,0,100,75,1,99,i35_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1044,44,s,0,12.94799995,1,0,100,21,1,99,i10_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1045,45,s,1,5.924000025,1,0,100,6,1,99,i3_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1046,46,s,0,13.06099987,1,0,100,44,1,99,i20_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1047,47,d,1,6.390999794,1,0,100,78,1,99,i36_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1048,48,d,1,3.289999962,1,0,100,82,1,99,i38_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1049,49,d,1,2.756000042,1,0,100,25,1,99,i12_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1050,50,d,1,5.49000001,1,0,100,19,1,99,i9_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1051,51,d,1,4.838999987,1,0,100,93,1,99,i43_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1052,52,d,0,6.723999977,1,0,100,88,1,99,i40_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1053,53,d,1,2.322999954,1,0,100,52,1,99,i24_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1054,54,d,1,4.674000025,1,0,100,7,1,99,i4_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1055,55,d,1,2.672999859,1,0,100,95,1,99,i44_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1056,56,s,1,5.409000158,1,0,100,2,1,99,i1_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1057,57,s,1,2.673000097,1,0,100,15,1,99,i7_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1058,58,d,1,4.424000025,1,0,100,80,1,99,i37_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1059,59,s,1,2.155999899,1,0,100,0,1,99,i1_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1060,60,d,1,3.789999962,1,0,100,46,1,99,i21_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1061,61,d,1,7.075999975,1,0,100,89,1,99,i41_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1062,62,d,0,5.825000048,1,0,100,47,1,99,i22_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1063,63,s,0,1.49000001,1,0,100,48,1,99,i22_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1064,64,s,1,4.539000034,1,0,100,63,1,99,i29_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1065,65,d,1,2.7549998760000003,1,0,100,73,1,99,i34_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1066,66,d,1,8.477000237,1,0,100,57,1,99,i26_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1067,67,d,1,1.6549999709999998,1,0,100,33,1,99,i15_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1068,68,s,0,5.60800004,1,0,100,12,1,99,i6_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1069,69,d,1,10.75900006,1,0,100,28,1,99,i13_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1070,70,d,1,5.141000032,1,0,100,5,1,99,i3_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1071,71,s,1,3.323999882,1,0,100,77,1,99,i35_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1072,72,d,0,10.74499989,1,0,100,36,1,99,i17_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1073,73,s,1,9.055000067,1,0,100,92,1,99,i42_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1074,74,s,1,1.306999922,1,0,100,62,1,99,i29_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1075,75,s,1,1.606999874,1,0,100,34,1,99,i16_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1076,76,s,0,3.5369999410000004,1,0,100,50,1,99,i23_150_R.jpg,d,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1077,77,d,1,2.391000032,1,0,100,3,1,99,i2_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1078,78,s,1,6.575000048,1,0,100,79,1,99,i36_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1079,79,d,1,3.65899992,1,0,100,27,1,99,i13_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1080,80,s,0,3.840999842,1,0,100,96,1,99,i45_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1081,81,s,1,5.575000048,1,0,100,22,1,99,i10_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1082,82,d,1,3.690999985,1,0,100,87,1,99,i40_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1083,83,d,0,4.389999866,1,0,100,8,1,99,i4_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1084,84,d,0,4.375,1,0,100,61,1,99,i28_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1085,85,s,1,7.325000048,1,0,100,26,1,99,i12_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1086,86,s,1,2.756999969,1,0,100,49,1,99,i23_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1087,87,s,0,4.207999945,1,0,100,71,1,99,i33_100_R.jpg,d,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1088,88,s,1,1.773000002,1,0,100,86,1,99,i39_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1089,89,s,1,6.358999967999999,1,0,100,97,1,99,i46_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1090,90,s,1,4.391000032,1,0,100,11,1,99,i5_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1091,91,s,1,5.855999947000001,1,0,100,83,1,99,i38_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1092,92,s,1,1.487999916,1,0,100,18,1,99,i9_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1093,93,s,1,6.54399991,1,0,100,72,1,99,i33_150.jpg,s,150,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1094,94,s,1,2.107000113,1,0,100,53,1,99,i25_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1095,95,d,1,4.891000032,1,0,100,16,1,99,i8_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1096,96,s,1,2.304000139,1,0,100,17,1,99,i8_100.jpg,s,100,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1097,97,d,1,6.359999895,1,0,100,1,1,99,i1_50_R.jpg,d,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1098,98,s,1,3.407000065,1,0,100,58,1,99,i27_50.jpg,s,50,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1099,99,s,1,2.205999851,1,0,100,40,1,99,i19_0.jpg,s,0,Subject11,1,2019-10-16_10h07.15.941,MentalRotationFinal,3.1.2,60
1100,0,d,1,1.911000013,1,0,100,1,1,99,i1_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1101,1,s,0,2.519000053,1,0,100,28,1,99,i13_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1102,2,d,1,4.302999973,1,0,100,33,1,99,i15_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1103,3,s,1,2.8689999580000003,1,0,100,36,1,99,i17_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1104,4,s,1,4.333999872,1,0,100,63,1,99,i29_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1105,5,s,1,3.43599987,1,0,100,92,1,99,i42_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1106,6,d,1,1.786999941,1,0,100,91,1,99,i42_100_R.jpg,d,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1107,7,s,1,2.670000076,1,0,100,61,1,99,i28_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1108,8,s,1,6.003999949,1,0,100,74,1,99,i34_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1109,9,d,1,1.718999863,1,0,100,27,1,99,i13_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1110,10,s,1,4.953999996,1,0,100,54,1,99,i25_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1111,11,d,1,2.603000164,1,0,100,48,1,99,i22_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1112,12,d,1,1.786999941,1,0,100,14,1,99,i7_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1113,13,s,1,2.335999966,1,0,100,51,1,99,i24_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1114,14,d,1,1.3840000630000002,1,0,100,42,1,99,i19_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1115,15,s,1,1.736000061,1,0,100,60,1,99,i28_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1116,16,d,1,1.970999956,1,0,100,37,1,99,i17_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1117,17,s,0,4.687000036000001,1,0,100,39,1,99,i18_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1118,18,s,1,1.370999813,1,0,100,65,1,99,i30_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1119,19,s,1,1.236000061,1,0,100,84,1,99,i39_0.jpg,s,0,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1120,20,s,1,2.633999825,1,0,100,45,1,99,i21_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1121,21,s,1,2.820999861,1,0,100,11,1,99,i5_100.jpg,s,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1122,22,s,1,2.421000004,1,0,100,70,1,99,i32_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1123,23,d,1,2.253000021,1,0,100,96,1,99,i45_100_R.jpg,d,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1124,24,s,1,1.219000101,1,0,100,94,1,99,i44_0.jpg,s,0,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1125,25,d,0,5.155999898999999,1,0,100,77,1,99,i35_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1126,26,s,1,4.687999963999999,1,0,100,22,1,99,i10_100.jpg,s,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1127,27,s,1,2.854000092,1,0,100,97,1,99,i46_100.jpg,s,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1128,28,d,1,5.5210001470000005,1,0,100,69,1,99,i32_100_R.jpg,d,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1129,29,d,1,4.221999884,1,0,100,31,1,99,i14_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1130,30,d,1,1.5179998869999998,1,0,100,32,1,99,i15_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1131,31,d,0,2.157000065,1,0,100,13,1,99,i6_100.jpg,s,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1132,32,d,1,2.351999998,1,0,100,12,1,99,i6_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1133,33,d,1,1.553999901,1,0,100,57,1,99,i26_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1134,34,d,0,5.621000051,1,0,100,68,1,99,i31_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1135,35,s,1,3.888999939,1,0,100,15,1,99,i7_100.jpg,s,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1136,36,s,1,3.104000092,1,0,100,41,1,99,i19_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1137,37,s,1,1.234999895,1,0,100,75,1,99,i35_0.jpg,s,0,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1138,38,s,0,4.687999963999999,1,0,100,71,1,99,i33_100_R.jpg,d,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1139,39,d,1,1.40199995,1,0,100,44,1,99,i20_150_R.jpg,d,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1140,40,s,1,2.605999947,1,0,100,17,1,99,i8_100.jpg,s,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1141,41,d,0,1.884000063,1,0,100,88,1,99,i40_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1142,42,s,1,2.755000114,1,0,100,86,1,99,i39_150.jpg,s,150,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1143,43,d,1,2.9030001160000003,1,0,100,21,1,99,i10_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1144,44,d,1,2.836000204,1,0,100,85,1,99,i39_100_R.jpg,d,100,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1145,45,s,1,2.453000069,1,0,100,47,1,99,i22_50.jpg,s,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1146,46,d,1,2.338000059,1,0,100,7,1,99,i4_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1147,47,d,1,1.453000069,1,0,100,16,1,99,i8_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1148,48,d,1,1.171000004,1,0,100,3,1,99,i2_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
1149,49,d,1,2.220000029,1,0,100,10,1,99,i5_50_R.jpg,d,50,Subject12,1,2019-10-16_10h06.53.044,MentalRotationFinal,3.1.2,60
